3,31872,17208
1,11928,7394
3,28952,16164
2,13688,8172
3,32504,17970
3,29940,18396
1,16176,11404
3,35608,19270
1,17712,10246
3,31324,18852
3,27872,15766
2,16684,10582
0,4116,3308
3,23992,13018
1,15300,9614
1,5604,4214
2,24880,14352
3,31280,17028
3,31704,17696
2,18688,11086
2,19520,11496
3,24176,15348
1,12784,7820
2,27640,15680
3,26696,15198
3,29112,17218
1,18396,11970
2,31992,17976
3,29940,15776
3,34832,19278
2,22656,13690
3,31544,17054
3,35112,19362
3,27172,17400
2,19052,11544
2,26704,16150
2,23788,13160
3,28864,16876
3,33680,18480
2,22560,13034
2,28716,16302
4,34324,18408
3,30328,18060
2,22684,14092
4,34356,18720
2,23728,14716
2,22820,13814
3,29512,17710
2,28828,16110
3,24908,13788
2,23480,12978
3,27152,15590
1,12628,8674
3,36660,19672
3,28416,15646
2,20860,11772
1,14460,8130
3,25580,14720
3,28632,16738
3,32860,17514
3,28860,17018
2,22208,12486
3,27256,15440
3,35332,19116
3,34396,18952
3,23620,14618
3,26764,15070
1,19940,14248
2,22824,14110
1,10768,6342
2,29108,17516
1,7712,5236
3,30868,16270
2,12232,7962
3,28972,15892
1,8300,6018
4,37636,19824
2,31392,17072
3,30540,16812
2,21504,12302
4,36188,19598
2,24060,14012
2,28096,15682
3,29772,17046
2,19196,10968
1,8828,5882
3,28924,16274
2,22956,13484
3,33544,18266
2,21244,11708
3,29896,16302
1,13036,8828
2,19516,11348
3,35420,18712
1,13412,7956
2,17740,11626
1,12400,7800
2,24048,13514
2,20584,11698
3,34332,18534
3,35296,19460
2,20196,11456
3,31352,17136
3,29260,16094
2,13228,8154
2,26564,16586
1,18012,11872
4,35592,19442
1,17968,10412
4,30268,16328
4,29944,16928
1,14556,9014
1,10408,7196
2,13684,8680
2,18368,11968
2,21700,13348
4,37296,19786
2,23368,12898
2,21292,12556
3,31248,16980
3,36136,19532
3,24900,13820
3,26820,15968
1,10692,7462
3,33180,18476
3,29644,17594
2,25192,14466
4,31604,17654
1,10576,6700
3,28916,15954
2,24128,14646
4,32364,18702
1,18236,11188
1,21236,13062
3,31700,17502
1,18452,11960
3,36396,19324
3,35692,19342
2,20892,11922
1,15716,9704
3,24956,14942
3,22176,13490
2,20188,10978
3,31744,18028
3,37876,19846
4,31356,16730
2,31748,17648
2,14268,8130
1,15796,10544
2,14552,9098
2,15068,10068
2,22136,12738
2,25388,13976
3,37196,19524
2,17828,11444
3,31416,16856
3,35236,18854
3,25384,13978
3,31332,17240
2,25704,15220
4,33844,18208
2,25360,14658
3,33644,18214
3,35200,19226
2,29216,16104
3,31672,18136
3,31896,17208
5,34636,19386
2,22484,12636
3,31460,16830
4,35604,19546
1,13940,9638
2,13852,9496
2,15972,9502
3,30196,17332
3,33384,18860
3,27048,15626
3,34720,18962
1,12500,8684
2,24172,14440
2,19780,11292
2,28240,16422
4,34756,18508
2,17216,9778
4,36284,19644
1,11876,7966
2,24376,13892
2,16832,10440
2,23176,13278
3,36568,19544
3,31060,17108
3,27744,17058
3,33996,19448
2,22240,13436
3,35996,19196
1,13804,8542
1,19804,11378
1,12608,8498
2,24872,14482
2,25348,15278
3,30828,16938
3,29712,16744
3,28868,17434
3,35304,19228
3,32344,18050
2,27280,16460
2,22020,13410
2,23680,13516
3,35764,18934
1,14236,9488
2,19332,10916
2,22400,12310
3,27828,14782
4,32872,18058
1,10700,6658
3,34580,18536
3,37320,19862
1,9776,6876
3,31384,17016
2,27356,15674
2,31152,17406
3,30808,16102
3,25236,14118
2,22288,14456
2,30872,17224
3,25940,15006
1,18420,11934
2,16584,10266
3,26840,14892
3,30480,17030
2,27028,17040
3,35528,19548
2,23384,13368
2,17892,10516
3,36952,19646
3,29552,16472
3,22320,12510
2,25972,16740
2,23128,13852
3,24568,13656
3,34884,18974
1,20980,13592
2,29472,16782
2,20252,11402
1,7424,5378
3,23120,13272
2,20932,13156
2,21156,12258
3,32460,17782
3,31072,17216
1,17008,11200
2,16316,10500
3,29600,16680
2,21680,13038
1,16772,10206
2,20228,12472
3,33108,18672
4,34616,19306
0,6616,4522
3,31076,17218
2,27568,16006
4,36488,19520
1,10584,6150
1,19408,12316
3,31200,17320
3,35124,19018
3,31596,16904
3,31780,16974
1,10352,7532
2,23220,14936
3,30764,16606
1,9552,5786
2,20816,13320
1,16092,9144
3,32644,18442
1,18992,12298
1,11656,7780
1,16996,11924
3,29860,17104
2,23988,13766
3,32716,18988
2,19996,12880
2,21844,12476
2,12896,7768
3,31728,17830
1,15556,9822
3,28488,15932
1,17280,12040
1,14780,8720
1,10416,6452
4,33136,17940
2,22776,12518
2,13356,7902
3,27104,16180
3,32832,19082
2,18584,11532
2,26972,14962
3,24180,14374
3,29128,16502
2,20012,11818
3,32752,18388
2,24496,13362
2,27628,17116
2,25316,13848
3,23160,13750
2,22284,13784
3,32800,18216
2,28416,16516
3,33128,19180
3,27204,15840
4,35468,19390
3,33464,18382
3,22424,13056
4,34280,19470
1,18512,12628
3,34440,19268
2,23600,13338
3,25084,15254
4,36204,19334
3,36196,19456
4,36364,19370
3,31600,18024
3,30556,16392
2,15228,11716
2,25788,14518
2,25912,15160
3,36048,19482
2,21332,13884
2,22300,12764
3,30544,16728
3,31628,18016
3,35456,19114
2,29492,16414
2,28172,15216
1,12128,8016
2,15768,9820
3,34180,18558
2,26640,14448
3,31568,17892
4,34656,19170
3,32620,17738
2,23404,14702
4,36720,19616
3,31336,16470
3,27076,15120
2,28228,15808
2,18456,10630
3,34076,18984
1,2440,2114
3,32532,17870
4,36040,19510
2,15536,10188
3,35708,19224
3,26048,16646
3,27100,15804
2,17816,11674
1,15896,9900
3,34900,19110
4,33464,18736
2,22556,14210
2,25936,15742
3,25896,15116
3,36020,19400
3,27092,15564
2,28468,15842
2,20260,11870
3,29092,15710
4,36900,19422
2,27752,14938
3,33144,18858
2,23088,13498
1,13596,10100
3,33540,18586
2,19960,11326
3,31320,17100
1,9824,7900
1,12976,9514
1,14364,8670
1,16232,9904
2,24872,14128
1,14328,10312
3,32296,18582
2,22188,12910
2,15264,9532
2,29828,17840
2,31800,17902
2,18544,12538
3,30652,18066
3,27796,16230
1,15032,10092
2,27988,15814
3,28380,17922
3,27404,14530
1,10460,7856
2,23284,14230
3,35028,19348
1,16976,10584
2,27284,16340
3,34048,18024
2,28464,16288
4,33688,18016
3,35544,19336
4,34748,18790
2,22360,12862
1,15468,8552
2,29160,17752
2,21940,14060
2,22640,15180
3,33536,18190
1,14092,8434
2,28312,16152
1,9972,6738
3,31752,17308
3,31080,17726
4,36304,19600
1,17916,11172
2,23012,12662
3,34764,19162
1,18636,10528
3,29968,17424
3,33868,18618
2,18280,12136
1,21196,12944
2,27740,15402
2,15412,10910
4,34188,18844
2,26724,16144
3,30720,16752
3,28344,16934
1,16656,10582
3,27852,15550
3,35020,18784
1,13328,8020
3,32472,17428
3,33156,18234
3,23768,13518
1,16036,9226
3,24940,13998
2,20452,12472
2,19424,12754
2,23380,14446
3,30964,17334
2,27068,16426
2,28712,15784
2,12388,7610
2,26032,14276
3,27324,15850
2,28456,15532
2,14920,9464
2,14560,9774
1,9632,6094
1,14812,9050
3,27628,15622
1,7808,5172
2,24684,14574
1,14596,8392
0,8764,6218
2,17916,10552
2,21456,13008
3,33220,18930
3,35220,19044
2,23000,13160
2,22000,12452
3,29164,16446
2,15316,8834
3,27380,14854
3,33988,18262
3,27628,15072
4,31272,17314
1,13836,8532
1,10004,5868
1,15888,9750
2,22016,13142
2,27116,15600
3,28804,16572
3,26848,14870
2,18396,11478
2,25852,14738
0,4992,3990
3,27656,15412
2,21196,12746
3,28552,15902
3,34932,18602
3,30696,16486
2,21948,14174
2,25900,14708
3,34676,19160
3,34672,18940
4,30120,16066
2,26860,17002
3,32456,18704
2,27668,15272
1,14048,10326
4,32388,17440
4,35772,19246
3,30672,16632
1,13860,7868
1,10840,7086
4,35012,19176
3,26796,15164
3,30448,17354
2,20388,13176
2,21348,12716
4,29740,18078
3,33228,19082
2,22752,12892
3,29756,16292
4,34588,19076
2,22692,14644
3,28504,15998
1,8576,5300
1,20268,13488
3,30480,16922
4,36544,19200
3,34784,18918
2,17844,10226
3,37260,19818
3,22816,12832
4,36280,19668
3,34020,19060
3,29596,17748
3,32668,17766
2,24368,14850
3,30352,16648
2,26440,15210
1,17124,11438
3,32968,18044
3,32312,17738
3,33028,18304
2,27380,15562
1,10072,6256
1,15052,9646
2,24836,14376
2,21800,12224
3,29896,16784
2,19320,12032
2,21380,12766
2,30904,16750
3,29052,16770
2,16688,9908
2,28888,16948
2,24792,13906
4,34968,18528
3,30412,16904
3,36232,19492
3,30364,16994
3,32908,18770
3,31168,17282
4,35812,19416
1,6204,5338
2,25840,15180
3,31648,17738
2,16828,10174
2,26772,15084
3,28140,16504
0,8888,5698
3,36012,18974
4,37160,19738
1,17920,10282
1,14900,8572
1,6860,4638
3,31108,16974
3,33160,17420
2,28448,15552
3,36656,19298
2,27076,14704
2,22724,12556
1,12056,8762
3,32408,18640
2,23524,14142
3,30320,17084
2,29048,17742
3,30832,17172
2,27420,15290
1,8388,6808
1,12520,7716
3,32700,18594
3,30648,16872
4,35832,19264
2,24316,13904
2,22684,13948
3,32692,18044
2,11320,7874
2,23268,14096
2,20328,12872
2,19448,11914
1,19304,12108
3,30684,17958
2,16444,10518
3,32256,18426
1,19064,11348
4,36512,19052
3,29720,16072
2,19380,11130
3,27164,15348
2,25372,14856
2,22328,13558
1,17696,11108
2,27644,16544
1,11984,7552
3,29868,17084
3,21808,12714
2,20336,11750
2,23428,12848
2,24344,13710
4,33888,18214
2,17824,11100
2,24164,14760
2,21368,12290
3,33296,18624
3,31924,16888
3,30700,16958
2,29636,16892
2,15892,9542
2,25572,15314
2,29316,15880
2,22160,13544
2,29612,15988
3,32300,18184
4,36284,19636
4,35932,19676
2,23512,13608
1,8924,6538
3,31380,17508
2,23372,14516
3,32632,17886
2,27836,16248
3,33184,18670
3,33684,18012
1,10336,7492
3,33056,18402
4,35060,19588
4,37048,19784
2,22984,13976
2,24592,15310
2,25964,16272
3,25516,14986
3,30580,17642
3,31372,16944
3,29204,17948
3,35588,19550
2,22416,12580
1,18176,10456
