0,284,182
1,316,188
0,128,108
0,144,118
0,108,84
0,248,176
0,264,158
0,252,154
0,224,142
0,308,198
0,164,110
0,216,138
0,68,64
0,72,66
0,124,112
0,328,190
0,144,118
0,248,156
0,264,154
0,264,168
0,196,134
0,148,116
0,132,100
0,272,158
0,268,176
0,220,146
0,44,44
0,276,166
0,292,190
0,340,198
0,136,122
0,192,120
0,104,88
0,256,148
0,244,162
0,112,78
0,204,150
0,256,158
0,248,158
0,192,148
0,216,144
0,260,186
0,124,84
0,240,158
0,112,92
0,108,102
0,232,160
0,140,112
0,336,196
0,92,78
0,152,146
1,300,182
0,156,128
0,312,192
0,324,188
0,308,188
0,200,140
0,256,168
0,88,84
0,140,94
0,288,172
0,212,148
0,136,96
0,88,68
0,124,104
0,324,186
0,292,184
0,228,142
0,236,154
0,328,190
0,132,94
0,208,142
0,252,156
0,340,188
0,324,198
0,116,116
0,220,188
0,184,128
1,272,166
0,332,194
0,224,152
0,172,126
0,116,82
0,260,158
0,244,152
0,268,156
0,272,170
0,304,180
0,284,180
0,100,80
0,120,92
0,128,118
1,120,90
0,304,194
0,240,170
0,228,138
0,208,146
0,276,162
0,272,158
0,100,78
0,304,178
0,276,172
0,68,66
0,292,194
0,228,164
0,236,162
0,232,144
0,196,138
0,280,172
0,264,164
0,292,196
0,184,142
0,316,190
0,220,148
0,256,166
0,100,78
0,228,138
0,268,166
0,156,124
0,296,176
0,212,142
0,172,120
0,208,138
0,348,198
0,264,170
0,332,198
0,292,186
0,148,102
0,280,164
0,60,56
0,172,156
0,208,138
0,208,148
0,196,146
0,260,172
0,156,114
0,332,188
0,112,90
0,272,182
0,188,136
0,248,158
0,236,144
0,344,196
0,300,190
0,340,198
0,300,184
0,160,112
0,196,128
0,124,96
0,268,170
0,296,186
0,248,164
0,180,142
0,220,134
0,244,146
0,328,186
0,292,184
0,256,158
0,240,158
0,168,104
0,100,80
0,144,116
0,232,170
0,100,90
0,64,56
0,288,172
0,180,134
0,140,96
0,312,186
0,328,192
0,132,102
0,316,186
0,144,110
0,204,122
0,316,192
0,332,194
0,60,56
0,264,166
0,220,168
0,260,158
0,216,140
0,208,136
0,320,190
0,248,154
1,332,198
0,340,196
0,308,178
0,284,166
1,292,176
0,192,152
0,168,112
0,124,88
0,312,184
0,112,84
0,328,192
0,212,130
0,232,140
0,260,190
0,276,174
0,312,194
0,132,110
0,52,46
0,260,162
0,316,180
0,280,184
0,264,172
0,308,182
0,304,180
0,188,122
0,200,134
0,52,48
0,124,108
0,312,192
0,260,162
0,208,146
0,132,120
0,164,110
0,348,198
0,256,188
0,332,198
0,288,174
0,204,142
0,200,144
0,308,198
0,172,132
0,284,182
0,200,136
0,276,182
0,220,144
0,264,166
0,264,156
0,328,194
0,328,198
0,216,162
0,80,70
0,88,68
0,144,100
0,236,146
0,312,182
0,300,190
0,320,196
0,100,74
0,228,144
0,316,190
0,292,180
0,196,132
0,224,170
0,316,182
0,64,56
0,296,168
0,208,132
0,168,110
0,300,174
0,232,142
0,312,192
0,276,184
1,156,144
0,256,166
0,252,174
0,204,148
0,300,178
0,188,130
0,304,174
0,312,186
0,92,82
0,176,128
0,128,124
0,156,134
0,308,176
0,332,198
0,220,150
0,156,118
0,160,102
0,180,124
0,296,178
0,112,100
0,200,132
0,256,176
0,312,192
0,248,158
0,140,94
0,224,156
0,156,106
0,192,150
0,112,84
0,260,164
0,136,116
1,268,168
0,176,130
0,320,194
0,168,112
0,352,198
0,124,92
0,344,196
0,264,158
0,216,128
0,228,162
0,96,72
0,168,108
0,268,184
0,340,194
0,124,92
0,172,126
0,276,162
0,248,178
0,320,194
0,172,144
0,292,184
0,232,142
0,172,144
1,184,142
0,228,154
0,340,198
0,256,156
0,260,160
0,132,106
0,236,152
0,212,154
0,200,132
0,320,196
0,240,168
0,196,118
0,168,112
0,312,196
0,316,184
0,152,128
0,288,176
0,304,192
0,268,174
0,264,186
0,52,46
0,236,140
1,324,196
0,220,152
0,280,194
0,64,58
0,172,132
0,288,172
0,96,78
0,308,194
0,216,146
0,328,196
1,228,146
0,288,188
0,96,82
0,224,138
0,196,156
0,328,188
0,196,150
0,156,104
0,304,176
0,160,108
0,84,70
0,208,142
0,200,150
0,116,86
0,88,66
0,100,74
0,108,92
0,136,96
0,128,116
0,156,132
0,80,78
0,288,166
0,252,166
0,320,194
0,272,154
0,128,100
0,284,176
0,144,106
0,132,90
0,160,122
0,240,162
0,208,150
0,244,154
0,200,158
0,160,118
0,236,146
0,248,178
0,204,136
0,184,132
0,264,158
0,196,158
0,220,138
0,352,198
0,308,198
0,272,188
0,116,80
0,148,122
0,168,108
0,272,162
0,216,178
0,300,172
0,184,128
0,188,118
0,240,152
0,196,128
0,172,120
0,80,74
0,60,54
0,304,186
0,228,136
0,260,168
0,236,156
0,328,190
0,152,110
0,124,108
0,260,162
0,264,166
0,112,88
0,292,174
0,284,180
0,152,104
0,260,160
0,116,82
0,228,156
0,108,84
0,68,62
0,232,170
0,60,56
0,184,138
0,116,98
0,192,150
0,112,90
0,120,86
0,240,162
0,164,110
0,80,70
0,284,170
0,240,152
0,188,140
0,260,186
0,232,170
0,300,180
0,116,112
0,180,124
0,136,100
0,292,176
0,340,198
0,204,148
0,72,56
0,112,96
0,256,174
0,68,56
0,252,150
0,100,72
0,320,188
0,276,164
0,280,190
0,340,194
0,264,182
0,312,182
0,288,176
0,272,172
0,124,88
0,268,156
0,256,174
0,100,82
0,192,144
0,332,190
0,316,186
0,108,92
0,320,184
0,292,186
0,100,70
0,332,190
0,316,176
0,192,144
0,60,50
0,168,108
0,200,122
0,308,184
0,244,154
0,128,94
0,220,150
0,172,116
0,348,198
0,72,70
0,188,158
0,148,122
0,280,172
0,312,198
0,124,118
0,128,90
0,184,130
0,248,178
0,132,102
0,100,84
0,220,160
0,324,188
0,152,116
0,240,148
0,272,184
0,112,96
0,220,146
0,164,114
0,68,62
0,120,100
0,244,144
0,128,94
0,208,150
0,296,198
0,244,170
0,288,182
0,212,130
1,252,156
0,280,174
0,92,68
0,148,110
0,196,120
0,156,112
0,120,90
0,340,196
0,72,60
0,216,140
0,332,198
0,260,168
0,68,60
0,324,190
0,232,142
0,120,92
0,144,104
0,336,196
0,236,146
0,220,144
1,268,164
0,228,156
0,124,90
0,116,84
0,140,114
0,84,68
0,148,104
0,252,172
0,272,198
0,324,190
0,96,80
0,160,110
0,188,136
0,136,116
0,248,156
0,304,190
0,244,162
0,192,138
0,216,140
0,132,106
0,56,54
0,324,192
0,240,168
0,248,152
0,72,68
0,332,198
0,256,158
0,308,180
0,280,170
0,336,196
0,260,174
0,100,84
0,224,142
0,312,184
0,112,82
0,60,56
0,328,196
0,260,168
0,240,158
0,236,174
0,260,156
0,156,146
0,124,84
0,212,150
0,176,122
0,220,144
0,264,174
0,316,184
0,156,104
0,340,198
0,264,162
0,184,130
0,288,180
0,84,66
0,196,140
0,132,92
0,132,94
0,144,114
0,80,80
0,148,94
0,332,188
0,72,66
0,100,70
0,276,158
0,236,166
0,120,80
0,92,88
0,80,62
0,320,198
0,136,106
0,276,162
0,268,162
0,276,174
0,292,194
0,220,154
0,328,192
0,108,102
0,232,160
0,260,164
0,76,66
0,348,194
0,112,80
0,40,38
0,332,194
0,252,150
0,328,194
0,280,166
0,128,86
0,172,116
0,260,156
0,256,158
0,84,70
0,208,148
0,348,196
0,88,78
0,232,182
0,252,156
0,104,74
0,172,124
0,92,70
0,264,196
0,352,198
0,344,198
0,164,144
0,56,50
0,284,180
1,236,156
0,116,102
1,176,118
0,288,188
0,240,146
0,120,98
0,260,164
0,212,134
0,192,132
0,292,186
0,328,190
0,240,152
0,152,130
0,92,84
0,220,150
0,252,166
0,260,172
0,280,182
0,248,160
0,204,126
0,240,150
0,152,118
0,124,98
0,288,182
0,68,58
0,228,166
0,196,132
0,88,78
0,340,198
0,180,108
0,156,112
0,260,190
0,220,132
0,300,180
0,256,156
0,156,124
0,148,124
0,336,194
0,296,170
0,320,198
0,200,150
0,80,68
0,232,150
0,220,158
0,144,128
0,240,150
0,252,156
0,152,102
0,332,198
0,204,152
0,312,194
0,280,170
0,156,142
0,256,184
0,72,58
1,280,198
0,272,176
0,104,80
0,148,98
1,324,188
0,320,192
0,140,96
1,168,112
0,80,76
0,164,136
0,120,82
0,324,192
0,264,158
0,244,162
0,244,154
0,272,178
0,240,148
0,120,106
0,220,140
0,124,108
0,160,126
0,288,166
0,68,60
0,312,198
0,244,158
0,252,156
0,96,74
0,280,162
0,304,186
0,236,146
0,144,122
0,244,156
0,168,120
0,304,188
0,196,142
0,316,198
0,292,176
0,328,186
0,140,106
0,348,198
0,96,76
0,332,196
0,100,84
0,124,82
0,112,106
0,156,138
0,192,130
0,220,134
0,328,190
0,324,184
0,216,138
0,328,192
0,100,82
0,208,144
0,132,86
0,328,184
0,224,136
0,68,54
0,316,192
1,120,100
0,276,170
0,196,126
0,192,126
0,156,146
0,316,198
0,248,158
0,244,164
0,248,152
0,144,120
0,132,108
0,164,114
0,228,160
0,276,168
0,332,198
0,248,168
0,348,198
0,320,194
0,168,132
0,316,186
0,168,138
0,244,144
0,112,100
0,72,72
0,264,166
0,216,142
0,80,78
0,92,72
0,336,192
0,200,126
0,320,194
0,168,156
0,216,136
0,196,134
0,240,150
0,232,150
0,280,164
0,252,152
0,124,92
0,288,170
0,324,186
0,172,106
0,176,134
0,196,154
0,176,120
1,336,186
0,328,184
0,280,176
0,256,172
0,308,192
